"Disaster Number","Declaration Date","Disaster Name","Incident Begin Date","Incident End Date","Declaration Type","State Code","State Name","Incident Type","Closeout Date","Region"
154,"04-30-1963","TYPHOON OLIVE","04-30-1963","04-30-1963","Major Disaster","FM","Federated States of Micronesia","Typhoon","09-27-1967",9
3473,"03-13-2020","COVID-19","01-20-2020","05-11-2023","Emergency","TN","Tennessee","Biological","04-21-2020",4
3471,"03-13-2020","COVID-19","01-20-2020","05-11-2023","Emergency","NC","North Carolina","Biological","04-21-2020",4
3469,"03-13-2020","COVID-19","01-20-2020","05-11-2023","Emergency","KY","Kentucky","Biological","04-21-2020",4
3463,"03-13-2020","COVID-19","01-20-2020","05-11-2023","Emergency","MP","Northern Mariana Islands","Biological","11-24-2020",9
4743,"09-27-2023","TROPICAL STORM HILARY","08-19-2023","08-21-2023","Major Disaster","CA","California","Hurricane",NA,9
4742,"09-27-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO","08-07-2023","08-07-2023","Major Disaster","TN","Tennessee","Severe Storm",NA,4
4741,"09-21-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","07-29-2023","08-14-2023","Major Disaster","MO","Missouri","Severe Storm",NA,7
3599,"09-15-2023","HURRICANE LEE","09-15-2023","09-17-2023","Emergency","MA","Massachusetts","Hurricane",NA,1
3598,"09-14-2023","HURRICANE LEE","09-15-2023","09-17-2023","Emergency","ME","Maine","Hurricane",NA,1
4739,"09-11-2023","FLOODING","06-15-2023","06-15-2023","Major Disaster","WY","Wyoming","Flood",NA,8
4737,"09-06-2023","SEVERE STORM AND FLOODING","06-26-2023","06-26-2023","Major Disaster","ME","Maine","Flood",NA,1
4736,"09-05-2023","SEVERE STORM AND FLOODING","06-29-2023","06-29-2023","Major Disaster","ME","Maine","Flood",NA,1
4735,"09-04-2023","SEVERE STORMS AND STRAIGHT-LINE WINDS","07-18-2023","07-21-2023","Major Disaster","TN","Tennessee","Severe Storm",NA,4
3597,"08-31-2023","HURRICANE IDALIA","08-29-2023","09-03-2023","Emergency","SC","South Carolina","Hurricane",NA,4
5486,"08-30-2023","HIGHWAY 113 FIRE","08-30-2023",NA,"Fire Management","LA","Louisiana","Fire",NA,6
4733,"08-28-2023","SEVERE STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","06-11-2023","06-12-2023","Major Disaster","OR","Oregon","Mud/Landslide",NA,10
3596,"08-28-2023","TROPICAL STORM IDALIA","08-27-2023","09-04-2023","Emergency","FL","Florida","Tropical Storm","09-20-2023",4
5485,"08-27-2023","LIONS CAMP ROAD FIRE","08-26-2023",NA,"Fire Management","LA","Louisiana","Fire",NA,6
5484,"08-25-2023","IDA FIRE","08-25-2023",NA,"Fire Management","LA","Louisiana","Fire",NA,6
4732,"08-25-2023","FLOODING","04-24-2023","05-13-2023","Major Disaster","IA","Iowa","Flood",NA,7
5483,"08-24-2023","LIBERTY FIRE","08-24-2023",NA,"Fire Management","OR","Oregon","Fire",NA,10
5482,"08-23-2023","TIGER ISLAND FIRE","08-23-2023",NA,"Fire Management","LA","Louisiana","Fire",NA,6
5481,"08-19-2023","OREGON FIRE","08-19-2023",NA,"Fire Management","WA","Washington","Fire",NA,10
5479,"08-18-2023","GRAY FIRE","08-18-2023",NA,"Fire Management","WA","Washington","Fire",NA,10
4729,"08-17-2023","SEVERE STORMS AND STRAIGHT-LINE WINDS","06-25-2023","06-26-2023","Major Disaster","TN","Tennessee","Severe Storm",NA,4
4727,"08-12-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.","06-14-2023","06-19-2023","Major Disaster","MS","Mississippi","Severe Storm",NA,4
4726,"08-12-2023","FLOODING","04-10-2023","04-26-2023","Major Disaster","MT","Montana","Flood",NA,8
4725,"08-11-2023","SEVERE STORM AND FLOODING","07-14-2023","07-15-2023","Major Disaster","NJ","New Jersey","Severe Storm",NA,2
5474,"08-08-2023","KOHALA RANCH FIRE","08-08-2023",NA,"Fire Management","HI","Hawaii","Fire",NA,9
5473,"08-03-2023","LOST HORSE CREEK FIRE","08-02-2023",NA,"Fire Management","AK","Alaska","Fire",NA,10
5472,"07-30-2023","EAGLE BLUFF FIRE","07-29-2023",NA,"Fire Management","WA","Washington","Fire",NA,10
5471,"07-23-2023","GOLDEN FIRE","07-22-2023",NA,"Fire Management","OR","Oregon","Fire",NA,10
5470,"07-23-2023","NEWELL ROAD FIRE","07-21-2023",NA,"Fire Management","WA","Washington","Fire",NA,10
4723,"07-22-2023","SEVERE STORMS AND FLOODING","07-09-2023","07-10-2023","Major Disaster","NY","New York","Severe Storm",NA,2
4722,"07-19-2023","SEVERE STORMS AND FLOODING","04-11-2023","04-30-2023","Major Disaster","MN","Minnesota","Flood",NA,5
4721,"07-19-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","06-14-2023","06-18-2023","Major Disaster","OK","Oklahoma","Severe Storm",NA,6
4720,"07-14-2023","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","07-07-2023","07-21-2023","Major Disaster","VT","Vermont","Flood",NA,1
5469,"07-11-2023","BAIRD SPRINGS FIRE","07-10-2023",NA,"Fire Management","WA","Washington","Fire",NA,10
3595,"07-10-2023","FLOODING","07-09-2023","07-17-2023","Emergency","VT","Vermont","Flood","09-27-2023",1
4719,"07-06-2023","SEVERE STORM AND FLOODING","04-30-2023","05-01-2023","Major Disaster","ME","Maine","Flood",NA,1
4718,"07-06-2023","FLOODING","04-09-2023","05-05-2023","Major Disaster","SD","South Dakota","Flood",NA,8
4717,"07-05-2023","FLOODING","04-10-2023","05-06-2023","Major Disaster","ND","North Dakota","Flood",NA,8
5468,"07-05-2023","MCEWAN FIRE","07-04-2023",NA,"Fire Management","WA","Washington","Fire",NA,10
5467,"07-03-2023","TUNNEL FIVE FIRE","07-02-2023",NA,"Fire Management","WA","Washington","Fire",NA,10
5466,"06-28-2023","DIAMOND FIRE","06-27-2023",NA,"Fire Management","AZ","Arizona","Fire",NA,9
4716,"06-02-2023","TYPHOON MAWAR","05-22-2023","05-29-2023","Major Disaster","MP","Northern Mariana Islands","Tropical Storm",NA,9
4715,"05-25-2023","TYPHOON MAWAR","05-22-2023","05-29-2023","Major Disaster","GU","Guam","Hurricane",NA,9
4714,"05-25-2023","SEVERE STORM AND FLOODING","03-11-2023","03-16-2023","Major Disaster","CA","California","Severe Storm",NA,9
3594,"05-22-2023","TYPHOON MAWAR","05-22-2023","05-29-2023","Emergency","GU","Guam","Tropical Storm",NA,9
3593,"05-22-2023","TYPHOON MAWAR","05-22-2023","05-29-2023","Emergency","MP","Northern Mariana Islands","Tropical Storm",NA,9
4713,"05-18-2023","SEVERE WINTER STORM AND FLOODING","02-23-2023","02-26-2023","Major Disaster","CA","California","Severe Storm",NA,9
4712,"05-17-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO","03-01-2023","03-03-2023","Major Disaster","TN","Tennessee","Severe Storm",NA,4
5465,"05-10-2023","LAS TUSAS FIRE","05-10-2023","05-22-2023","Fire Management","NM","New Mexico","Fire",NA,6
4711,"05-09-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","02-15-2023","02-20-2023","Major Disaster","KY","Kentucky","Flood",NA,4
4710,"05-05-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","03-24-2023","03-27-2023","Major Disaster","AL","Alabama","Severe Storm",NA,4
4708,"04-27-2023","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","03-08-2023","03-19-2023","Major Disaster","NV","Nevada","Flood",NA,9
4709,"04-27-2023","SEVERE STORMS, TORNADOES, AND FLOODING","04-12-2023","04-14-2023","Major Disaster","FL","Florida","Flood",NA,4
4707,"04-25-2023","SEVERE WINTER STORMS AND MUDSLIDES","02-14-2023","03-05-2023","Major Disaster","CA","California","Winter Storm",NA,9
4706,"04-24-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","04-19-2023","04-20-2023","Major Disaster","OK","Oklahoma","Tornado",NA,6
4705,"04-21-2023","SEVERE WINTER STORM","01-30-2023","02-02-2023","Major Disaster","TX","Texas","Winter Storm",NA,6
4704,"04-15-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","03-31-2023","04-01-2023","Major Disaster","IN","Indiana","Severe Storm",NA,5
5464,"04-14-2023","QUEENS RIVER FIRE","04-14-2023","04-16-2023","Fire Management","RI","Rhode Island","Fire",NA,1
5463,"04-13-2023","HADDAM FIRE","04-13-2023","04-16-2023","Fire Management","KS","Kansas","Fire",NA,7
4703,"04-11-2023","SEVERE WINTER STORMS AND FLOODING","01-14-2023","01-17-2023","Major Disaster","AZ","Arizona","Severe Storm",NA,9
4702,"04-10-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES","03-03-2023","03-04-2023","Major Disaster","KY","Kentucky","Severe Storm",NA,4
4701,"04-07-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","03-31-2023","04-01-2023","Major Disaster","TN","Tennessee","Severe Storm",NA,4
4700,"04-04-2023","SEVERE WINTER STORM","01-30-2023","02-02-2023","Major Disaster","AR","Arkansas","Winter Storm",NA,6
4699,"04-03-2023","SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","02-21-2023","07-10-2023","Major Disaster","CA","California","Severe Storm",NA,9
5461,"04-02-2023","ECHO RIDGE FIRE, NM FMAG","04-02-2023","04-07-2023","Fire Management","NM","New Mexico","Fire",NA,6
4698,"04-02-2023","SEVERE STORMS AND TORNADOES","03-31-2023","03-31-2023","Major Disaster","AR","Arkansas","Severe Storm",NA,6
4697,"03-26-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","03-24-2023","03-25-2023","Major Disaster","MS","Mississippi","Severe Storm",NA,4
4696,"03-22-2023","SEVERE STORM AND FLOODING","12-23-2022","12-24-2022","Major Disaster","ME","Maine","Severe Storm",NA,1
4695,"03-20-2023","SEVERE STORM AND FLOODING","12-22-2022","12-24-2022","Major Disaster","VT","Vermont","Severe Storm",NA,1
4694,"03-15-2023","SEVERE WINTER STORM AND SNOWSTORM","12-23-2022","12-28-2022","Major Disaster","NY","New York","Snowstorm",NA,2
4693,"03-15-2023","SEVERE STORM AND FLOODING","12-22-2022","12-25-2022","Major Disaster","NH","New Hampshire","Severe Storm",NA,1
3592,"03-10-2023","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","03-09-2023","07-10-2023","Emergency","CA","California","Flood",NA,9
4691,"03-08-2023","SEVERE WINTER STORM","12-22-2022","12-27-2022","Major Disaster","TN","Tennessee","Winter Storm",NA,4
4692,"03-08-2023","EARTHQUAKE","12-20-2022","01-01-2023","Major Disaster","CA","California","Earthquake",NA,9
4690,"03-03-2023","SEVERE WINTER STORM","12-21-2022","12-25-2022","Major Disaster","OK","Oklahoma","Severe Storm",NA,6
4689,"02-27-2023","SEVERE WINTER STORMS AND SNOWSTORM","12-12-2022","12-25-2022","Major Disaster","SD","South Dakota","Winter Storm",NA,8
4688,"02-20-2023","SEVERE WINTER STORMS AND SNOWSTORM","12-12-2022","12-25-2022","Major Disaster","SD","South Dakota","Winter Storm",NA,8
4687,"02-20-2023","SEVERE WINTER STORMS AND SNOWSTORM","12-12-2022","12-25-2022","Major Disaster","SD","South Dakota","Winter Storm",NA,8
4686,"02-05-2023","SEVERE WINTER STORM, SNOWSTORM, AND STRAIGHT-LINE WINDS","11-09-2022","11-11-2022","Major Disaster","ND","North Dakota","Snowstorm",NA,8
5457,"01-27-2023","CEDAR CREEK FIRE","09-09-2022","09-16-2022","Fire Management","OR","Oregon","Fire",NA,10
4685,"01-16-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","01-12-2023","01-12-2023","Major Disaster","GA","Georgia","Severe Storm",NA,4
4684,"01-15-2023","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","01-12-2023","01-12-2023","Major Disaster","AL","Alabama","Severe Storm",NA,4
4683,"01-14-2023","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","12-27-2022","01-31-2023","Major Disaster","CA","California","Flood",NA,9
4682,"01-12-2023","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","11-03-2022","11-08-2022","Major Disaster","WA","Washington","Severe Storm",NA,10
3591,"01-09-2023","SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES","01-08-2023","01-31-2023","Emergency","CA","California","Flood",NA,9
4681,"12-30-2022","FLOODING","10-01-2022","10-02-2022","Major Disaster","AZ","Arizona","Flood",NA,9
3590,"12-26-2022","SEVERE WINTER STORM","12-23-2022","12-28-2022","Emergency","NY","New York","Winter Storm","09-15-2023",2
4680,"12-13-2022","HURRICANE NICOLE","11-07-2022","11-30-2022","Major Disaster","FL","Florida","Hurricane",NA,4
4679,"11-28-2022","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","08-14-2022","08-15-2022","Major Disaster","WV","West Virginia","Severe Storm",NA,3
4678,"11-28-2022","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","07-12-2022","07-13-2022","Major Disaster","WV","West Virginia","Flood",NA,3
4677,"11-21-2022","HURRICANE IAN","09-25-2022","10-04-2022","Major Disaster","SC","South Carolina","Hurricane",NA,4
3589,"11-20-2022","SEVERE WINTER STORM AND SNOWSTORM","11-18-2022","11-21-2022","Emergency","NY","New York","Winter Storm",NA,2
3588,"11-09-2022","SEMINOLE TRIBE OF FLORIDA TROPICAL STORM NICOLE","11-07-2022",NA,"Emergency","FL","Florida","Tropical Storm","05-31-2023",4
4676,"10-14-2022","SEVERE STORM AND FLOODING","07-25-2022","07-28-2022","Major Disaster","IL","Illinois","Flood",NA,5
3586,"10-01-2022","HURRICANE IAN","09-28-2022","10-04-2022","Emergency","NC","North Carolina","Hurricane",NA,4
4675,"09-30-2022","HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA","09-23-2022","11-04-2022","Major Disaster","FL","Florida","Hurricane",NA,4
4674,"09-30-2022","FLOODING AND MUDSLIDES","07-13-2022","07-14-2022","Major Disaster","VA","Virginia","Severe Storm",NA,3
3585,"09-29-2022","HURRICANE IAN","09-25-2022","10-04-2022","Emergency","SC","South Carolina","Hurricane","09-27-2023",4
4672,"09-23-2022","SEVERE STORM, FLOODING, AND LANDSLIDES","09-15-2022","09-20-2022","Major Disaster","AK","Alaska","Severe Storm",NA,10
4671,"09-21-2022","HURRICANE FIONA","09-17-2022","09-21-2022","Major Disaster","PR","Puerto Rico","Hurricane",NA,2
4670,"09-20-2022","SEVERE STORMS, TORNADOES, AND FLOODING","05-02-2022","05-08-2022","Major Disaster","OK","Oklahoma","Severe Storm",NA,6
4669,"09-15-2022","HIGH SURF, HIGH WINDS, AND FLOODING","07-12-2022","07-15-2022","Major Disaster","AS","American Samoa","Severe Storm",NA,9
5453,"09-09-2022","MOSQUITO FIRE","09-09-2022","09-26-2022","Fire Management","CA","California","Fire",NA,9
5451,"09-06-2022","FAIRVIEW FIRE","09-05-2022","09-14-2022","Fire Management","CA","California","Fire",NA,9
5450,"09-02-2022","MILL FIRE","09-02-2022","09-09-2022","Fire Management","CA","California","Fire",NA,9
4668,"09-02-2022","SEVERE STORMS","07-17-2022","07-18-2022","Major Disaster","AZ","Arizona","Severe Storm",NA,9
4667,"08-26-2022","FLOODING","05-08-2022","05-11-2022","Major Disaster","AK","Alaska","Flood",NA,10
4666,"08-09-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","05-29-2022","05-30-2022","Major Disaster","MN","Minnesota","Severe Storm",NA,5
4665,"08-08-2022","SEVERE STORMS AND FLOODING","07-25-2022","07-28-2022","Major Disaster","MO","Missouri","Flood",NA,7
4664,"08-02-2022","SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","06-11-2022","06-14-2022","Major Disaster","SD","South Dakota","Severe Storm",NA,8
4663,"07-29-2022","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","07-26-2022","08-11-2022","Major Disaster","KY","Kentucky","Flood",NA,4
4662,"07-27-2022","SEVERE STORMS AND STRAIGHT-LINE WINDS","05-12-2022","05-12-2022","Major Disaster","NE","Nebraska","Severe Storm",NA,7
4661,"07-26-2022","LANDSLIDE","05-07-2022","05-07-2022","Major Disaster","AK","Alaska","Mud/Landslide",NA,10
3581,"07-25-2022","WATER SHORTAGE AND HEALTH IMPACT FROM UNPRECEDENTED SARGASSUM SEAGRASS INFLUX","07-15-2022","10-13-2022","Emergency","VI","Virgin Islands of the U.S.","Other",NA,2
5445,"07-23-2022","OAK FIRE","07-22-2022","08-03-2022","Fire Management","CA","California","Fire",NA,9
5444,"07-19-2022","CHALK MOUNTAIN FIRE","07-18-2022","08-06-2022","Fire Management","TX","Texas","Fire",NA,6
4659,"07-13-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","04-22-2022","06-15-2022","Major Disaster","MN","Minnesota","Flood",NA,5
4660,"07-13-2022","SEVERE WINTER STORM AND FLOODING","04-22-2022","05-25-2022","Major Disaster","ND","North Dakota","Severe Storm",NA,8
4658,"07-08-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","05-08-2022","05-13-2022","Major Disaster","MN","Minnesota","Severe Storm",NA,5
5443,"07-07-2022","HARD CASTLE FIRE","07-07-2022","07-16-2022","Fire Management","TX","Texas","Fire",NA,6
4657,"06-29-2022","SEVERE STORMS, TORNADOES, AND FLOODING","05-02-2022","05-08-2022","Major Disaster","OK","Oklahoma","Severe Storm",NA,6
4656,"06-29-2022","SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","05-12-2022","05-12-2022","Major Disaster","SD","South Dakota","Severe Storm",NA,8
4655,"06-16-2022","SEVERE STORM AND FLOODING","06-10-2022","07-05-2022","Major Disaster","MT","Montana","Flood",NA,8
3462,"03-13-2020","COVID-19","01-20-2020","05-11-2023","Emergency","OK","Oklahoma","Biological","05-21-2020",6
4654,"05-25-2022","SEVERE WINTER STORMS AND STRAIGHT-LINE WINDS","03-17-2022","03-22-2022","Major Disaster","KS","Kansas","Snowstorm",NA,7
4653,"05-12-2022","SEVERE WINTER STORM AND SNOWSTORM","01-28-2022","01-29-2022","Major Disaster","RI","Rhode Island","Snowstorm",NA,1
5439,"05-12-2022","COASTAL FIRE","05-11-2022","05-16-2022","Fire Management","CA","California","Fire",NA,9
4652,"05-04-2022","WILDFIRES, STRAIGHT-LINE WINDS, FLOODING, MUDFLOWS, AND DEBRIS FLOWS","04-05-2022","07-23-2022","Major Disaster","NM","New Mexico","Fire",NA,6
4651,"04-18-2022","SEVERE WINTER STORM AND SNOWSTORM","01-28-2022","01-29-2022","Major Disaster","MA","Massachusetts","Snowstorm",NA,1
4650,"03-29-2022","SEVERE WINTER STORMS, SNOWSTORMS, STRAIGHT-LINE WINDS, FLOODIN","12-26-2021","01-15-2022","Major Disaster","WA","Washington","Flood",NA,10
4649,"03-29-2022","SEVERE STORM, FLOODING, AND LANDSLIDES","02-04-2022","02-06-2022","Major Disaster","PR","Puerto Rico","Flood",NA,2
4648,"03-24-2022","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","12-25-2021","12-27-2021","Major Disaster","AK","Alaska","Severe Storm",NA,10
5429,"03-20-2022","BIG L FIRE","03-20-2022","03-30-2022","Fire Management","TX","Texas","Fire",NA,6
5428,"03-18-2022","WHEAT FIELD FIRE","03-17-2022","03-30-2022","Fire Management","TX","Texas","Fire",NA,6
5427,"03-17-2022","KIDD FIRE","03-17-2022","03-30-2022","Fire Management","TX","Texas","Fire",NA,6
4647,"03-15-2022","SEVERE STORM AND FLOODING","10-30-2021","10-31-2021","Major Disaster","ME","Maine","Coastal Storm",NA,1
4646,"03-14-2022","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","01-01-2022","01-04-2022","Major Disaster","AK","Alaska","Severe Storm",NA,10
4645,"03-11-2022","SEVERE WINTER STORM","02-03-2022","02-04-2022","Major Disaster","TN","Tennessee","Severe Storm",NA,4
4644,"03-11-2022","SEVERE WINTER STORM AND SNOWSTORM","01-02-2022","01-03-2022","Major Disaster","VA","Virginia","Severe Storm",NA,3
5426,"03-06-2022","CHIPOLA FIRE COMPLEX","03-04-2022","04-01-2022","Fire Management","FL","Florida","Fire",NA,4
5424,"03-04-2022","1707 ADKINS AVE FIRE","03-04-2022","04-01-2022","Fire Management","FL","Florida","Fire","12-15-2022",4
4643,"02-27-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES","12-31-2021","01-02-2022","Major Disaster","KY","Kentucky","Severe Storm",NA,4
4642,"02-23-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","12-15-2021","12-15-2021","Major Disaster","IA","Iowa","Severe Storm",NA,7
4641,"02-23-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","12-15-2021","12-15-2021","Major Disaster","NE","Nebraska","Severe Storm",NA,7
4640,"02-17-2022","SEVERE STORMS AND STRAIGHT LINE WINDS","12-15-2021","12-15-2021","Major Disaster","KS","Kansas","Severe Storm",NA,7
4639,"02-15-2022","SEVERE STORMS, FLOODING, AND LANDSLIDES","12-05-2021","12-10-2021","Major Disaster","HI","Hawaii","Severe Storm",NA,9
4638,"01-15-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","10-29-2021","11-01-2021","Major Disaster","AK","Alaska","Severe Storm",NA,10
4637,"01-14-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","12-10-2021","12-11-2021","Major Disaster","TN","Tennessee","Tornado",NA,4
4636,"01-10-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","12-10-2021","12-10-2021","Major Disaster","MO","Missouri","Severe Storm",NA,7
4635,"01-05-2022","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","11-05-2021","12-02-2021","Major Disaster","WA","Washington","Flood",NA,10
